"CellImage","","","","","","",""
"","","","","","","",""
"","? Overall ?","","","","","",""
"#","Name","ARR","Race Days","Stage","Classics","GC","Total"
"81","Maciej Zywek","100","1","21.9375","0","0","21.9375"
"82","Mark Siega","1336","1","21.8125","0","0","21.8125"
"83","Florian Kiock","100","1","21.5","0","0","21.5"
"84","Henrik M?rd","1570","1","21.5","0","0","21.5"
"85","Mark S","1396","1","21.5","0","0","21.5"
"86","Lennard Schulze","100","1","21.4375","0","0","21.4375"
"87","Eirik Vollen","100","1","20.875","0","0","20.875"
"88","A Smith-Dorking SUF","300","1","20.8125","0","0","20.8125"
"89","The Kurupira","1491","1","20.4375","0","0","20.4375"
"90","Mattias Hoffman","100","1","0","20.260728424631964","0","20.260728424631964"
"91","Karl Weise","100","1","20.25","0","0","20.25"
"92","Simon Daw","100","1","20.25","0","0","20.25"
"93","Johan Arrh?n","100","1","20.0625","0","0","20.0625"
"94","Thaafier Jaffer","100","1","20","0","0","20"
"95","Gary BIrch","1392","1","19.75","0","0","19.75"
"96","Lucas Beteau","100","1","19.75","0","0","19.75"
"97","Richard Dowling","200","1","19.6875","0","0","19.6875"
"98","Michael Martin","1423","1","19.125","0","0","19.125"
"99","Dries Kruger","100","1","18.4375","0","0","18.4375"
"100","Toby Hetherington","200","1","18.375","0","0","18.375"
"101","Ted Lechnowsky","100","1","18.3125","0","0","18.3125"
"102","Christophe HT","1208","1","18.1875","0","0","18.1875"
"103","Henk de Beer","1518","1","17.75","0","0","17.75"
"104","Mikael Engmark Helligs?","100","1","17.75","0","0","17.75"
"105","Roman Bettschen","100","1","17.5","0","0","17.5"
"106","Geoffrey G Cooper","877","1","0","17.31291296345257","0","17.31291296345257"
"107","Ja n","200","1","17.25","0","0","17.25"
"108","Wilko Willms","100","1","17","0","0","17"
"109","Andrew Beale","1150","1","16.9375","0","0","16.9375"
"110","Andrea Coppi","100","1","16.75","0","0","16.75"
"111","Markus Hermanns","100","1","16.6875","0","0","16.6875"
"112","P-G Denis 2HC","300","1","16.625","0","0","16.625"
"113","Morten PAASKE","573","1","16.5","0","0","16.5"
"114","Jarrah Almutairi","300","1","16.125","0","0","16.125"
"115","Euan Munro","100","1","16","0","0","16"
"116","Nuno Ribeiro","100","1","15.75","0","0","15.75"
"117","Pask Call RGT","900","1","15.1875","0","0","15.1875"
"118","jesper salten","100","1","15.125","0","0","15.125"
"119","Myki Bart","1432","1","15.125","0","0","15.125"
"120","Thomas Brandi","748","1","15.125","0","0","15.125"
"121","maiku RCB","100","1","14.9375","0","0","14.9375"
"122","Per S?nderby","100","1","14.9375","0","0","14.9375"
"123","kevin smith","100","1","14.8125","0","0","14.8125"
"124","Takuto Sugisaki","100","1","14.25","0","0","14.25"
"125","Dirk Logghe","100","1","13.3125","0","0","13.3125"
"126","LuisMi Rodriguez","1220","1","13.0625","0","0","13.0625"
"127","Filip Jakus","100","1","12.4375","0","0","12.4375"
"128","Mauro 1973","300","1","11.375","0","0","11.375"
"129","Sim Ding","300","1","10.0625","0","0","10.0625"
"130","B Teut","200","1","9.1875","0","0","9.1875"
"131","Mark Sole","200","1","6.8125","0","0","6.8125"
"132","luca trabucchi","100","1","6.375","0","0","6.375"
"133","Gy Z 69","100","1","5.375","0","0","5.375"
